Plant latitude,Plant longitude,Plant annual net generation (MWh),Plant primary fuel category
43.603,-72.9923,530.0,OIL
29.956811,-95.527643,531.0,OIL
40.27917,-84.19097,537.0,OIL
43.4011,-72.4203,538.0,OIL
44.9503,-74.8928,547.0,GAS
42.8333,-86.0053,553.0,GAS
26.320997,-98.351744,556.005,OIL
41.4609,-84.527,558.0,OIL
26.23055,-97.82349,559.995,OIL
42.2717,-84.9411,561.0,GAS
42.2278,-97.0183,566.001,OIL
39.7667,-84.1739,570.0,OIL
37.739722,-122.3925,572.0,BIOMASS
29.785353,-95.875497,577.005,OIL
26.168074,-97.654049,580.995,OIL
41.44823,-72.834884,581.0,GAS
38.334786,-90.158939,581.003,GAS
38.74054,-77.508061,590.999,OIL
42.512,-92.476,607.0,GAS
41.7992,-85.4256,611.0,GAS
41.691944,-90.866389,614.0,BIOMASS
29.844469,-95.540618,614.0,GAS
29.417338,-98.360879,620.992,GAS
45.98363,-83.90788,623.0,OIL
40.971826,-91.551221,623.004,OIL
43.22731,-77.364092,629.0,GAS
43.741111,-83.447222,632.0,COAL
41.7278,-92.4479,641.0,OIL
41.209797,-73.108976,643.999,GAS
42.388611,-71.56,644.0,GAS
43.0733,-94.2392,645.0,OIL
38.28,-77.59,647.001,OIL
40.1908,-76.94579,654.0,OIL
42.2639,-83.6422,658.0,OIL
43.0563,-92.6932,663.0,GAS
40.8361,-76.825,664.0,OIL
32.2925,-88.7461,672.0,GAS
42.2081,-83.1453,685.001,GAS
40.257865,-76.857897,690.0,OIL
41.4711,-72.1022,694.0,OIL
45.229073,-94.009673,699.0,OIL
28.812804,-96.977765,716.002,GAS
31.164772,-81.478724,718.77,BIOMASS
39.4098,-84.5543,727.0,GAS
44.795231,-93.581013,733.0,GAS
35.705,-85.7439,738.0,OIL
35.267222,-75.534722,739.0,OIL
40.797858,-73.565661,745.0,GAS
45.805443,-92.97176,749.0,OIL
40.7372,-74.1206,779.0,GAS
39.761111,-99.305833,781.82,GAS
35.1103,-81.9675,787.0,HYDRO
41.542778,-72.093611,796.0,OIL
43.144585,-95.144257,800.0,OIL
41.590218,-93.619499,813.0,GAS
46.953468,-121.475198,821.0,OIL
39.8442,-77.3508,827.0,OIL
41.1059,-72.3761,834.0,OIL
32.252273,-110.992148,843.0,GAS
34.0609,-117.3532,843.0,GAS
41.79323,-91.89179,845.004,OIL
42.371667,-72.512222,856.0,GAS
34.6968,-92.165,868.0,BIOMASS
41.9061,-84.6319,882.0,GAS
46.905665,-98.662183,891.0,OIL
27.786287,-97.46234,904.0,GAS
44.916666,-73.1,904.0,OIL
41.4106,-92.9378,907.998,OIL
42.2672,-71.3983,915.0,OIL
39.5173,-107.7299,932.0,GAS
34.587538,-78.97552,940.0,OIL
38.345278,-84.548889,944.0,BIOMASS
40.348275,-74.771501,946.0,GAS
37.2354,-97.011,952.0,GAS
41.3884,-83.6402,961.0,GAS
39.4735,-95.73155,965.0,OIL
38.74054,-77.508061,969.003,OIL
35.982597,-96.775683,969.999,OIL
39.908732,-76.988454,983.0,OIL
44.085437,-87.726102,989.0,GAS
43.0978,-70.7842,994.0,OIL
38.7443,-77.4974,1002.0,OIL
37.3208,-85.3611,1018.0,BIOMASS
47.73511,-117.370538,1059.0,GAS
33.436637,-80.847389,1068.0,GAS
29.575316,-95.636882,1076.012,GAS
47.0539,-104.74,1080.0,GAS
34.146253,-118.30485,1093.0,BIOMASS
34.0606,-117.3533,1097.0,GAS
36.7597,-90.3903,1102.998,GAS
37.361667,-121.943611,1117.996,OIL
42.095,-72.595,1118.0,GAS
43.0689,-92.3201,1121.001,GAS
43.631944,-112.279722,1145.0,BIOMASS
33.806801,-117.985758,1145.0,GAS
33.980254,-81.04067,1151.0,OIL
41.9092,-89.0504,1159.0,GAS
42.186076,-93.600479,1159.998,OIL
39.98,-75.150556,1183.0,GAS
38.5444,-76.6861,1195.0,OIL
38.868095,-91.94778,1215.0,GAS
30.910985,-84.547304,1216.0,OIL
28.1289,-81.0978,1219.0,GAS
42.312977,-71.036368,1239.001,SOLAR
37.6359,-98.7433,1254.0,GAS
39.3528,-84.5183,1258.0,GAS
43.582846,-83.896696,1262.0,GAS
33.9397,-77.9905,1263.0,GAS
43.595101,-83.89986,1263.0,GAS
33.5452,-80.9109,1270.0,OIL
26.612767,-80.0677,1279.0,GAS
34.6875,-82.9525,1316.0,OIL
39.9419,-75.1883,1316.0,OIL
45.955014,-86.256291,1323.0,OIL
38.4006,-78.8983,1326.0,OIL
40.80788,-96.710667,1329.0,GAS
44.276199,-88.265445,1354.0,GAS
41.1269,-74.1653,1357.0,GAS
41.5094,-81.682272,1359.0,GAS
39.8233,-89.5891,1365.0,GAS
36.398796,-119.524252,1383.0,BIOMASS
44.905026,-93.820761,1398.0,OIL
37.795556,-122.402778,1402.0,GAS
41.0289,-73.5989,1418.001,OIL
42.291275,-73.986452,1425.0,OIL
41.4079,-84.1095,1430.0,GAS
41.8809,-71.0927,1434.0,OIL
35.5331,-98.1011,1442.001,OIL
42.1483,-72.5911,1445.001,OIL
42.067753,-87.993492,1448.0,GAS
33.9308,-117.2933,1454.0,GAS
41.397369,-83.641236,1458.0,GAS
38.5935,-92.2206,1459.0,OIL
41.7495,-72.6524,1489.0,OIL
42.471022,-93.81499,1490.0,OIL
39.7302,-75.5371,1493.0,OIL
40.7167,-82.789,1502.0,GAS
39.145036,-75.548172,1504.0,GAS
38.275,-95.6839,1507.0,OIL
37.923076,-95.425572,1532.999,GAS
36.7711,-76.3019,1533.0,OIL
45.414444,-123.804167,1538.0,BIOMASS
37.2367,-96.9625,1562.0,GAS
39.305,-76.901944,1583.0,BIOMASS
41.392486,-70.620089,1632.0,OIL
36.4517,-77.6594,1643.0,OIL
37.176646,-94.299431,1662.999,GAS
35.268333,-77.659167,1664.0,OIL
32.8817,-117.1958,1665.0,BIOMASS
41.0372,-73.5564,1676.001,OIL
33.7756,-84.3899,1678.0,GAS
38.173889,-113.297222,1684.0,BIOMASS
43.8478,-71.2069,1721.0,OIL
43.834167,-85.355833,1722.72,GAS
37.7061,-75.7031,1749.0,OIL
41.855833,-87.835556,1753.0,GAS
34.2506,-116.9025,1760.003,GAS
39.8301,-75.3837,1761.999,OIL
37.8503,-94.3444,1765.0,OIL
30.64741,-96.372316,1770.0,GAS
37.037344,-95.612689,1774.0,GAS
37.2717,-75.9682,1780.998,OIL
39.094574,-94.411522,1792.0,OIL
40.558652,-96.786177,1811.0,GAS
41.425786,-70.608273,1821.0,OIL
40.071128,-74.983057,1823.0,GAS
40.476525,-74.352336,1836.0,GAS
39.103333,-88.85898,1841.0,GAS
40.176486,-74.789976,1844.001,OIL
43.2481,-93.205,1845.0,OIL
41.9093,-89.0498,1883.001,GAS
33.708283,-78.924146,1893.001,OIL
37.686085,-96.964982,1912.001,GAS
41.393315,-87.943612,1931.0,GAS
42.704391,-73.850866,1937.001,BIOMASS
41.919444,-85.024167,1947.999,GAS
39.1481,-91.8306,1966.0,OIL
38.4681,-78.865,2002.0,OIL
32.591667,-117.058611,2016.0,GAS
37.62936,-120.93139,2097.0,GAS
37.261372,-97.4057,2103.0,GAS
38.555713,-92.102316,2133.0,OIL
37.505833,-77.373889,2136.0,BIOMASS
37.4325,-121.95285,2140.0,BIOMASS
39.175,-84.5042,2160.0,GAS
43.1606,-95.2569,2204.0,GAS
39.1067,-94.3804,2214.0,GAS
48.114262,-96.179176,2233.0,HYDRO
39.968021,-75.125203,2276.0,OIL
40.583155,-98.420055,2291.0,GAS
42.9828,-78.1592,2310.0,GAS
38.899722,-98.839444,2330.0,GAS
44.251,-72.6027,2343.0,OIL
40.187928,-97.577857,2379.0,OIL
40.2214,-100.6508,2430.0,OIL
40.776111,-82.568611,2457.999,GAS
42.115589,-87.731025,2481.0,GAS
39.231111,-74.780833,2491.0,BIOMASS
37.994134,-75.837679,2494.0,OIL
33.6758,-116.1714,2507.0,GAS
40.827149,-73.647473,2544.0,OIL
44.0075,-73.176944,2551.1,BIOMASS
39.8119,-75.249031,2560.0,GAS
42.996838,-89.568745,2578.006,SOLAR
40.2352,-75.6193,2579.001,OIL
35.666111,-119.766944,2581.0,GAS
39.055954,-94.392957,2588.0,OIL
39.9144,-75.135,2607.0,OIL
38.9,-107.5,2609.001,OFSL
37.777,-79.892,2615.0,OIL
33.121111,-80.029444,2633.0,BIOMASS
40.574444,-74.648056,2634.0,GAS
41.555556,-81.589167,2647.0,BIOMASS
38.6996,-88.5392,2650.0,GAS
39.9389,-77.6583,2661.999,GAS
36.7858,-76.2019,2669.004,BIOMASS
46.290641,-96.043252,2685.0,HYDRO
33.622778,-117.936389,2727.0,GAS
43.0667,-76.2246,2737.0,GAS
41.471822,-84.543148,2756.001,GAS
43.9842,-75.6225,2763.0,GAS
41.706475,-77.08184,2804.0,GAS
46.37437,-84.41723,2833.0,OIL
41.671877,-91.563999,2843.0,GAS
44.093333,-94.276667,2861.0,GAS
42.140028,-71.446441,2862.999,OIL
32.9553,-115.5364,2890.0,GAS
44.064722,-92.469167,2890.0,BIOMASS
30.226444,-93.293765,2904.0,GAS
26.790833,-81.965278,2955.0,BIOMASS
44.3159,-94.4581,2982.0,OIL
34.2572,-82.6097,3083.0,HYDRO
43.9405,-94.9434,3083.0,WIND
42.227281,-72.547189,3155.0,BIOMASS
34.482175,-120.123485,3206.0,BIOMASS
27.758056,-82.635278,3216.0,OIL
37.110556,-100.803611,3233.0,GAS
40.0195,-105.202,3310.0,GAS
40.00759,-105.269204,3312.53,GAS
31.363472,-110.931343,3379.999,GAS
41.1694,-80.1055,3382.0,OIL
35.591719,-77.614507,3383.0,BIOMASS
44.087235,-103.260959,3397.0,GAS
41.524386,-87.509067,3454.0,BIOMASS
37.574167,-95.237222,3456.0,OIL
41.38109,-87.637542,3474.999,BIOMASS
35.353269,-80.668024,3550.0,BIOMASS
40.711684,-74.354231,3550.0,OIL
37.3811,-93.3514,3557.0,BIOMASS
37.793333,-122.394167,3572.001,GAS
39.9894,-75.04,3587.0,BIOMASS
38.384167,-77.413056,3611.0,BIOMASS
42.709722,-73.202222,3616.0,GAS
41.8054,-71.514166,3666.0,BIOMASS
40.2653,-76.8771,3683.0,GAS
37.155,-113.439167,3684.0,GAS
38.652731,-121.393336,3697.0,GAS
43.080338,-75.600963,3790.0,GAS
34.2642,-81.3308,3793.0,OIL
39.3561,-102.2431,3799.0,OIL
45.847778,-93.354167,3826.0,BIOMASS
40.776944,-72.850833,3906.999,GAS
37.732533,-121.116006,3912.0,GAS
36.9874,-85.9575,3925.0,BIOMASS
42.350889,-73.815798,3944.0,GAS
37.9586,-100.8361,4012.0,GAS
33.925556,-83.263889,4012.0,BIOMASS
36.748611,-91.868611,4019.0,GAS
34.1958,-119.1664,4027.0,GAS
30.7917,-81.5333,4038.996,OIL
35.3233,-96.1352,4182.0,GAS
37.6376,-95.4704,4194.999,GAS
32.877822,-117.197788,4199.0,BIOMASS
39.909424,-74.178041,4199.001,OIL
32.208871,-80.698754,4210.999,OIL
41.998889,-88.302222,4253.004,GAS
43.873889,-91.18,4262.0,BIOMASS
38.7786,-76.0769,4274.998,OIL
39.760634,-76.635341,4294.0,OIL
41.110861,-73.421968,4309.0,GAS
43.4016,-84.9141,4342.0,GAS
34.431419,-119.900055,4348.0,GAS
44.901667,-97.108333,4404.0,OIL
32.7047,-92.0792,4416.0,GAS
42.3221,-85.2043,4455.0,GAS
34.063056,-117.163889,4532.001,GAS
37.1611,-100.7619,4578.0,GAS
42.7167,-114.6167,4599.0,BIOMASS
37.741111,-83.988889,4647.0,BIOMASS
37.38311,-98.070364,4665.0,GAS
38.146571,-121.300541,4682.0,GAS
40.0922,-104.796,4708.0,GAS
37.954722,-100.830556,4710.0,GAS
41.6722,-93.6769,4751.0,GAS
33.8625,-98.5894,4771.0,GAS
44.461908,-93.156387,4809.0,WIND
39.8639,-75.8428,4841.0,BIOMASS
31.546111,-84.0675,5061.0,BIOMASS
40.229379,-76.75007,5085.0,GAS
42.0906,-72.5917,5111.0,BIOMASS
38.356944,-78.676667,5183.0,BIOMASS
39.2986,-76.5636,5294.0,OIL
38.795,-76.07,5308.0,OIL
40.7625,-73.979167,5337.0,GAS
43.8861,-75.4342,5369.0,GAS
43.279722,-92.810556,5406.0,WIND
28.493232,-80.780124,5414.0,GAS
45.765346,-108.499232,5436.0,COAL
43.216639,-86.214444,5450.0,GAS
35.6067,-81.3006,5564.001,BIOMASS
35.479146,-119.737464,5578.0,GAS
41.725833,-111.8433,5592.999,GAS
41.0772,-95.87,5652.0,BIOMASS
41.293294,-82.965261,5671.0,GAS
36.309609,-82.377504,5686.001,GAS
41.547671,-73.425237,5708.0,BIOMASS
36.438611,-80.568333,5724.0,BIOMASS
36.60194,-82.143089,5736.0,BIOMASS
40.174563,-75.913688,5737.0,BIOMASS
36.18519,-119.681495,5738.0,BIOMASS
47.717222,-104.135556,5742.0,GAS
33.8125,-78.967222,5752.999,BIOMASS
36.18519,-119.681495,5795.0,BIOMASS
38.810677,-121.323807,5826.0,GAS
37.9369,-121.3294,5835.0,OIL
37.2678,-97.3497,5891.0,GAS
41.77952,-107.10972,6006.26,OFSL
34.616111,-106.815,6095.0,GAS
36.2338,-90.0521,6176.001,GAS
44.312222,-72.711389,6185.0,BIOMASS
37.7328,-99.9497,6244.0,GAS
33.8247,-116.5106,6267.0,GAS
34.140501,-119.184529,6285.999,BIOMASS
40.6853,-73.4258,6288.0,GAS
29.8397,-95.53685,6304.0,GAS
33.5211,-101.7906,6307.0,GAS
42.542949,-70.928314,6318.0,GAS
42.731,-85.8551,6329.0,GAS
45.00812,-123.05286,6496.0,BIOMASS
40.910205,-75.079398,6605.0,GAS
41.086356,-87.256801,6664.0,GAS
43.348808,-76.425169,6767.69,BIOMASS
42.791028,-84.695682,6768.0,BIOMASS
42.897663,-96.990494,6802.0,OIL
40.12282,-77.1716,6825.0,OIL
37.542619,-122.231119,6828.0,BIOMASS
29.9383,-89.97,6841.0,OTHF
33.9296,-118.1046,6864.0,GAS
43.9906,-84.8003,6865.0,BIOMASS
37.711944,-89.215,7044.0,COAL
38.4878,-75.8208,7053.0,OIL
42.299,-71.804,7067.0,GAS
38.159,-75.704,7088.0,BIOMASS
37.6788,-77.5678,7094.004,BIOMASS
39.984469,-75.075247,7112.0,OIL
45.6394,-89.4205,7133.0,GAS
24.563333,-81.7342,7150.0,OIL
38.191,-83.544,7175.0,BIOMASS
37.401,-121.96867,7217.0,GAS
38.2494,-122.0394,7254.0,GAS
41.555425,-72.041829,7298.0,HYDRO
41.4928,-90.6275,7299.0,BIOMASS
42.7083,-89.0208,7302.999,BIOMASS
39.1228,-93.2064,7343.0,GAS
39.8154,-74.2098,7346.0,OIL
41.153333,-81.568889,7358.001,BIOMASS
33.906953,-118.013105,7418.0,GAS
43.186111,-123.380278,7507.0,BIOMASS
41.1153,-87.2328,7536.0,GAS
35.21426,-119.202974,7636.0,BIOMASS
34.8008,-82.1847,7669.0,BIOMASS
44.9806,-108.8428,7689.0,OFSL
39.140833,-78.0975,7690.0,BIOMASS
41.5572,-93.5242,7781.001,GAS
34.161951,-119.047916,7800.0,GAS
40.2427,-111.66298,7833.0,GAS
35.17306,-119.116384,7924.0,BIOMASS
38.088138,-121.386944,8008.0,GAS
41.251488,-95.922682,8092.0,OIL
42.2508,-71.8226,8103.0,GAS
36.388,-119.394,8192.0,BIOMASS
35.472113,-119.432866,8212.0,BIOMASS
37.185556,-113.2975,8258.002,GAS
39.4547,-75.2014,8290.0,GAS
42.45,-83.0381,8339.001,GAS
35.511903,-78.433794,8390.0,BIOMASS
41.6835,-87.5563,8406.0,GAS
37.4194,-122.0153,8454.0,GAS
40.610181,-73.920008,8473.0,GAS
35.2625,-80.811667,8531.0,BIOMASS
42.5267,-92.4394,8683.0,GAS
36.7056,-121.7714,8727.0,BIOMASS
42.500278,-114.615,8803.0,BIOMASS
39.724167,-121.815278,8831.0,GAS
39.674444,-94.776111,8867.0,BIOMASS
48.313067,-114.342137,8911.0,BIOMASS
42.2891,-88.413,8917.002,GAS
41.7792,-76.6258,8949.0,BIOMASS
40.263,-103.8069,8972.0,GAS
41.451494,-90.148547,8986.001,WIND
38.3017,-122.7489,8990.0,BIOMASS
33.143847,-117.236908,8995.0,GAS
39.890223,-75.185539,9001.0,GAS
44.5738,-68.8046,9013.0,GAS
36.224758,-121.124633,9014.0,GAS
47.6539,-122.3036,9033.112,GAS
30.459813,-84.260028,9085.0,GAS
44.634722,-90.134444,9152.0,GAS
38.3017,-122.7489,9159.0,BIOMASS
41.85887,-103.63438,9175.0,COAL
38.228522,-122.07525,9245.0,GAS
42.046111,-93.579444,9253.798,GAS
35.2889,-78.0703,9255.0,BIOMASS
39.145608,-122.118591,9260.0,BIOMASS
42.8656,-114.7914,9307.0,BIOMASS
33.954444,-88.9925,9321.0,BIOMASS
29.33,-98.66,9326.0,BIOMASS
36.6535,-120.5783,9334.0,GAS
44.083,-88.5411,9493.001,BIOMASS
41.931838,-70.958393,9520.0,GAS
39.1492,-94.6381,9525.0,OIL
31.811078,-106.59326,9547.0,BIOMASS
38.881389,-104.816944,9547.0,GAS
43.63349,-95.609234,9564.001,WIND
34.38407,-118.494882,9578.0,GAS
43.314444,-90.373056,9621.0,BIOMASS
42.985,-83.9764,9716.0,BIOMASS
41.890968,-83.99286,9720.0,BIOMASS
40.00665,-79.041035,9788.0,BIOMASS
38.327222,-87.200556,9810.0,BIOMASS
36.973333,-122.105556,9886.0,BIOMASS
32.5792,-83.5822,9904.0,GAS
35.319503,-119.661992,9923.0,GAS
41.556389,-72.653889,9956.0,GAS
37.3389,-77.2806,10053.382,GAS
36.534167,-121.408611,10137.0,BIOMASS
41.536735,-85.927204,10155.0,BIOMASS
47.661111,-122.446389,10165.0,BIOMASS
41.8911,-88.2711,10168.0,GAS
37.81577,-81.16193,10202.0,BIOMASS
45.390278,-92.1625,10205.0,BIOMASS
34.0903,-117.5343,10218.0,GAS
44.358047,-71.5449,10220.0,BIOMASS
40.846525,-84.933264,10234.0,GAS
37.035,-84.0933,10251.0,BIOMASS
29.7336,-91.4431,10256.0,OTHF
37.633526,-122.139717,10273.0,BIOMASS
40.7197,-74.13,10297.0,GAS
38.242158,-121.854722,10463.0,GAS
47.234825,-93.537169,10474.0,GAS
41.4731,-71.9606,10515.77,GAS
37.01618,-120.37279,10530.0,BIOMASS
41.12902,-111.964147,10531.0,BIOMASS
34.326242,-118.44477,10576.0,GAS
32.679172,-117.246698,10646.0,BIOMASS
32.819675,-117.140548,10693.0,GAS
43.6579,-94.4647,10717.002,GAS
42.221944,-89.093333,10740.0,BIOMASS
48.134722,-123.465556,10755.0,BIOMASS
35.186667,-120.599444,10783.0,BIOMASS
33.1185,-117.0995,10801.0,GAS
37.030051,-113.563394,10852.0,GAS
36.193611,-80.040555,10874.001,BIOMASS
38.221577,-121.868333,10895.0,GAS
40.9228,-98.3269,10958.999,GAS
37.7258,-85.7258,10974.999,BIOMASS
41.835947,-79.188668,11094.0,GAS
43.701916,-72.286735,11181.19,OIL
40.013993,-75.05283,11267.0,GAS
38.885709,-77.028373,11268.0,GAS
42.4407,-92.4205,11285.999,GAS
41.776111,-72.606667,11297.0,GAS
48.885636,-122.75164,11349.0,GAS
39.465,-84.3778,11389.0,GAS
41.923068,-71.086412,11440.0,BIOMASS
44.187066,-93.99242,11568.0,COAL
45.030397,-84.730795,11602.999,GAS
42.104444,-72.0325,11723.0,BIOMASS
39.783388,-93.564112,11732.0,GAS
44.2761,-88.2658,11760.0,GAS
39.857499,-105.225967,11768.0,GAS
45.400524,-122.765822,11791.0,BIOMASS
42.73227,-71.522418,11828.0,BIOMASS
33.1261,-117.1172,11858.0,GAS
42.334651,-71.074171,11863.0,GAS
33.989626,-117.680911,11882.0,GAS
42.787778,-112.365556,12039.0,BIOMASS
32.7261,-117.1464,12058.0,GAS
36.0311,-78.86,12064.0,BIOMASS
29.122882,-82.055452,12152.0,BIOMASS
42.10625,-87.813738,12188.0,BIOMASS
42.1424,-89.079,12199.998,BIOMASS
42.783,-85.92195,12401.0,BIOMASS
43.45965,-85.9761,12441.0,BIOMASS
39.82,-104.75,12446.0,GAS
35.841299,-80.183458,12449.0,BIOMASS
38.314722,-121.833611,12493.0,BIOMASS
28.66898,-82.485733,12499.0,BIOMASS
39.073315,-93.714748,12500.999,GAS
44.0322,-92.4908,12607.0,GAS
32.796491,-116.972071,12625.0,GAS
34.0414,-117.3603,12742.0,GAS
43.3864,-93.5589,12887.0,BIOMASS
40.151389,-74.780556,12913.0,BIOMASS
39.1228,-94.5606,12938.002,OIL
36.540556,-87.544444,12954.0,BIOMASS
35.0968,-119.4299,12997.0,GAS
43.471745,-76.493474,13018.0,GAS
34.623611,-87.101111,13040.0,BIOMASS
42.813056,-85.986111,13054.0,BIOMASS
35.169722,-119.105556,13084.0,BIOMASS
32.574722,-94.373889,13106.0,BIOMASS
41.2033,-95.9292,13134.0,BIOMASS
39.839572,-84.965682,13172.0,GAS
34.7975,-77.543056,13191.0,BIOMASS
42.696944,-73.68,13240.0,OIL
34.181042,-80.267777,13274.0,BIOMASS
40.029444,-105.004722,13416.0,BIOMASS
39.7668,-75.4238,13436.0,GAS
40.0205,-105.2009,13467.0,GAS
42.3844,-122.7718,13533.0,BIOMASS
47.331006,-116.890352,13550.0,BIOMASS
38.3836,-78.6528,13561.0,GAS
38.226752,-121.843271,13603.0,GAS
32.796106,-116.972073,13648.0,GAS
38.398867,-121.923973,13660.0,GAS
44.954853,-116.387134,13747.0,BIOMASS
41.927102,-72.683143,13790.999,GAS
38.368889,-122.765833,13834.0,BIOMASS
37.4594,-105.8947,13872.0,GAS
47.531667,-116.93,13970.0,BIOMASS
40.3664,-76.4931,13996.0,BIOMASS
36.5397,-119.5794,14004.0,GAS
41.800909,-88.197156,14037.0,GAS
30.314467,-81.662705,14053.0,GAS
43.29236,-93.392798,14103.8,GAS
44.067792,-70.260831,14130.0,BIOMASS
39.674,-121.73,14160.0,BIOMASS
41.3362,-82.602,14167.0,BIOMASS
43.9603,-88.9158,14258.001,BIOMASS
42.3125,-72.639444,14294.0,GAS
38.6183,-121.0564,14316.0,GAS
40.1817,-111.6203,14373.0,GAS
33.1165,-117.3215,14378.0,BIOMASS
39.6125,-97.2778,14416.0,GAS
33.585257,-101.886093,14442.0,GAS
42.9671,-78.9182,14497.0,GAS
41.515211,-84.293549,14509.0,BIOMASS
32.05,-100.6917,14615.0,GAS
33.137711,-81.748294,14672.0,OIL
40.1501,-122.2124,14789.008,GAS
34.1772,-118.3147,14799.0,GAS
40.961706,-72.210277,14813.001,OIL
40.58337,-111.653903,14985.001,GAS
35.790864,-119.294469,15028.0,GAS
37.6297,-94.6414,15040.0,BIOMASS
40.6817,-89.5167,15062.001,BIOMASS
44.888881,-94.349348,15069.0,GAS
42.156898,-72.524153,15123.0,GAS
32.724553,-97.537118,15145.0,BIOMASS
40.1108,-75.9547,15206.0,BIOMASS
43.472885,-83.411763,15233.85,GAS
43.8983,-83.9494,15243.0,BIOMASS
34.7439,-87.8486,15325.0,GAS
40.183889,-75.234167,15389.0,GAS
38.363411,-97.68335,15437.999,GAS
41.573,-73.9646,15508.0,GAS
37.7886,-122.2889,15565.0,GAS
41.151111,-76.917777,15565.0,BIOMASS
33.121943,-117.117441,15583.0,GAS
40.6635,-74.0051,15660.0,OIL
40.7412,-91.116667,15667.0,GAS
43.0142,-74.4739,15737.0,BIOMASS
43.684857,-70.353152,15759.0,HYDRO
42.1989,-79.3186,15805.002,BIOMASS
38.3847,-75.6344,15879.006,BIOMASS
40.9692,-81.7756,15879.87,GAS
37.231944,-92.453889,15987.0,BIOMASS
40.294347,-85.654444,16033.0,GAS
36.161953,-96.186509,16128.0,BIOMASS
42.521747,-70.938657,16152.0,GAS
44.3528,-89.5836,16182.0,GAS
40.108316,-74.826404,16187.0,GAS
36.9178,-121.8156,16194.999,BIOMASS
33.7641,-118.2248,16222.0,GAS
40.379703,-85.088192,16292.0,BIOMASS
38.396737,-82.808819,16335.999,BIOMASS
44.781,-93.042,16416.0,GAS
39.9589,-76.4442,16549.0,BIOMASS
36.10447,-79.723622,16590.0,BIOMASS
48.269737,-121.599979,16591.0,BIOMASS
41.6514,-86.9036,16651.0,BIOMASS
43.96211,-122.997361,16657.0,BIOMASS
34.61577,-81.818661,16798.0,BIOMASS
41.658794,-87.577716,16818.0,BIOMASS
39.4494,-75.0928,16842.999,BIOMASS
45.4533,-91.3583,16894.0,BIOMASS
42.6544,-78.0772,16931.35,GAS
29.709444,-95.400278,16978.0,GAS
38.900216,-77.050788,16998.0,GAS
33.8912,-117.6085,16999.0,GAS
41.870751,-87.678378,17085.0,GAS
33.6039,-101.8408,17105.0,GAS
39.7631,-86.1667,17155.42,GAS
36.6894,-119.73989,17229.0,GAS
38.41,-98.8689,17263.0,GAS
37.183,-80.699,17267.994,BIOMASS
32.7755,-83.4348,17500.0,BIOMASS
42.309555,-71.805218,17591.0,GAS
41.814444,-76.2875,17610.0,GAS
40.844114,-73.876888,17653.001,GAS
34.102996,-80.790494,17671.0,BIOMASS
45.3158,-93.5781,17740.001,OIL
41.509959,-90.534021,17820.0,HYDRO
42.0931,-88.2397,17823.001,GAS
37.2319,-80.4211,17824.0,GAS
32.562448,-116.943869,17829.0,GAS
38.014423,-121.790679,17871.0,GAS
42.8475,-108.3136,17906.0,GAS
35.016111,-106.669722,18008.0,GAS
38.964646,-92.316768,18060.999,GAS
40.928161,-76.040929,18110.999,GAS
40.751111,-73.991667,18144.999,GAS
38.596283,-121.687518,18187.001,BIOMASS
36.651,-98.7656,18221.001,GAS
40.414455,-85.025545,18267.0,GAS
42.466911,-114.004567,18297.0,BIOMASS
41.1718,-83.3777,18346.58,GAS
35.6647,-101.4354,18513.0,GAS
44.8158,-94.2489,18523.0,BIOMASS
40.959257,-74.015107,18538.0,OIL
43.09534,-75.278357,18579.001,GAS
37.3097,-78.0589,18583.008,BIOMASS
39.603,-84.2047,18591.002,GAS
33.681944,-112.476666,18605.0,BIOMASS
43.80237,-98.10182,18612.0,GAS
44.6781,-67.5477,18702.0,BIOMASS
36.270072,-119.648055,18850.0,GAS
32.6956,-108.1225,18869.0,GAS
32.4522,-84.3872,18892.0,BIOMASS
42.162647,-72.536701,18937.0,BIOMASS
37.571672,-90.317251,18976.0,GAS
43.096898,-96.476983,18995.0,GAS
41.981004,-88.27452,19015.0,BIOMASS
39.163279,-119.180472,19030.0,GEOTHERMAL
48.3877,-114.2409,19041.0,BIOMASS
28.790186,-81.089015,19269.0,BIOMASS
38.6603,-90.1317,19304.001,GAS
39.5678,-89.3683,19357.0,BIOMASS
39.493315,-119.620304,19358.0,BIOMASS
36.3275,-119.2947,19362.0,GAS
33.3594,-117.1114,19414.0,GAS
41.795,-80.91,19447.0,BIOMASS
42.513608,-92.459122,19517.0,OIL
37.7315,-121.116,19662.0,GAS
37.95,-76.711,19824.0,OIL
29.7372,-98.0228,19964.0,BIOMASS
40.941967,-85.803585,19978.12,GAS
40.2877,-94.7913,20004.0,GAS
30.0497,-90.6839,20038.0,GAS
38.734218,-84.405901,20044.0,BIOMASS
40.67,-111.89,20139.0,GAS
39.858,-75.323,20218.0,GAS
29.726017,-95.638249,20282.0,GAS
42.243704,-75.982533,20316.0,BIOMASS
29.721048,-95.39536,20399.0,GAS
38.160833,-122.565,20479.0,BIOMASS
28.811828,-81.865273,20488.0,GAS
42.356343,-85.005779,20488.999,BIOMASS
40.957053,-72.865877,20497.0,OIL
41.343056,-88.101389,20523.0,BIOMASS
39.693333,-75.543056,20600.0,BIOMASS
39.6522,-104.7161,20671.0,BIOMASS
33.7771,-118.2303,20674.0,GAS
41.924722,-88.998611,20771.001,BIOMASS
