Plant latitude,Plant longitude,Plant annual net generation (MWh),Plant primary fuel category
31.213645,-81.546165,20820.998,OIL
42.299332,-83.705318,20856.998,GAS
44.611944,-123.931944,20901.0,BIOMASS
32.857709,-117.028847,20938.0,BIOMASS
32.911111,-115.568056,21075.19,GAS
41.72496,-70.977965,21160.0,BIOMASS
40.9569,-72.8774,21171.0,OIL
40.08,-74.8917,21185.0,OIL
37.9978,-122.0697,21209.0,GAS
41.744973,-71.458415,21267.0,GAS
37.825833,-122.296111,21282.0,BIOMASS
39.451,-75.0578,21294.0,GAS
42.319817,-94.287353,21298.0,GAS
38.6642,-90.1764,21361.0,GAS
39.8662,-77.1648,21396.999,GAS
36.211389,-86.694444,21413.0,GAS
36.140849,-94.259713,21505.0,BIOMASS
32.3358,-100.9156,21625.998,GAS
43.0789,-89.3744,21753.0,GAS
41.748611,-111.811667,21758.0,GAS
42.7225,-83.263055,21772.0,BIOMASS
40.966198,-94.795751,21823.0,GAS
32.401,-111.1262,21842.001,GAS
25.549834,-80.336253,21891.0,BIOMASS
43.835833,-71.1967,21937.0,BIOMASS
42.3284,-93.6623,21968.0,GAS
40.120833,-88.961111,21982.0,BIOMASS
40.6942,-99.7011,21993.0,GAS
37.1073,-120.2485,22104.0,GAS
40.4705,-88.3987,22155.0,GAS
45.2537,-68.62792,22223.0,BIOMASS
35.953293,-120.859952,22282.0,GAS
36.1172,-84.0317,22336.001,BIOMASS
30.57,-87.39,22376.0,BIOMASS
42.61343,-71.633767,22429.0,GAS
36.654114,-120.579727,22524.0,GAS
39.734456,-86.189075,22534.0,BIOMASS
33.1975,-97.1061,22541.0,GAS
33.031111,-96.957222,22618.0,BIOMASS
42.632124,-71.313235,22623.0,GAS
44.285,-105.3786,22633.0,GAS
42.7814,-85.6728,22767.0,BIOMASS
38.6892,-77.2375,22773.0,BIOMASS
43.697222,-116.271389,22801.0,BIOMASS
35.51647,-119.040128,22913.0,GAS
40.50368,-111.425246,23022.999,GAS
44.7014,-69.8319,23035.0,BIOMASS
40.090556,-76.145556,23064.0,BIOMASS
33.8073,-117.9832,23165.0,GAS
40.339838,-74.62393,23170.51,GAS
39.084722,-76.676389,23185.0,BIOMASS
44.435556,-93.906389,23331.0,BIOMASS
41.622942,-85.975161,23370.0,BIOMASS
41.871914,-88.287721,23373.0,BIOMASS
35.1681,-77.2267,23421.996,BIOMASS
43.442871,-72.056,23430.0,BIOMASS
36.8347,-119.7667,23468.0,GAS
41.624438,-93.584515,23532.0,COAL
41.862778,-71.891667,23588.0,GAS
41.1603,-87.8542,23616.0,GAS
40.721322,-86.342144,23635.0,BIOMASS
40.460717,-74.327161,23759.0,GAS
41.405278,-73.4475,23760.0,GAS
38.003928,-121.934491,23761.0,BIOMASS
39.389728,-76.392006,23781.0,BIOMASS
41.429444,-87.6187,23794.0,GAS
39.648565,-106.949394,23800.0,GAS
41.143056,-81.340833,23813.0,GAS
35.769281,-80.826001,23838.0,BIOMASS
35.3857,-81.172,23861.001,BIOMASS
32.648611,-96.644444,23870.001,BIOMASS
44.796405,-95.179787,23998.0,COAL
38.029722,-120.929722,24090.0,BIOMASS
43.33349,-85.506011,24130.0,BIOMASS
40.303422,-121.244431,24144.0,BIOMASS
34.8332,-92.157103,24153.0,BIOMASS
37.336113,-121.878332,24165.0,GAS
41.6836,-87.4233,24190.0,OFSL
41.8103,-71.41,24191.03,GAS
38.552371,-92.04493,24290.001,BIOMASS
35.414719,-97.373445,24303.0,GAS
41.1589,-73.2572,24361.0,GAS
41.151111,-76.917777,24440.0,BIOMASS
40.4175,-86.8447,24449.0,GAS
41.8653,-71.1061,24496.0,GAS
38.38932,-97.61108,24522.0,GAS
40.7461,-112.0339,24526.0,BIOMASS
43.27975,-83.865066,24656.0,BIOMASS
26.155833,-81.658055,24775.0,BIOMASS
38.78758,-94.277689,24784.0,GAS
38.895,-83.903,24927.0,BIOMASS
34.385278,-80.067778,24988.0,BIOMASS
35.2964,-84.7569,25045.4,GAS
43.1952,-88.1496,25189.002,GAS
42.5497,-83.4425,25209.0,GAS
42.91577,-82.594507,25213.0,BIOMASS
32.775093,-97.14209,25300.0,GAS
37.4058,-121.9272,25314.0,GAS
39.13667,-121.639846,25557.0,GAS
42.7527,-108.1697,25567.0,GAS
36.617022,-120.099846,25768.0,GAS
35.294444,-80.998889,25916.0,BIOMASS
43.82,-75.9175,26068.0,BIOMASS
43.2898,-123.361638,26076.51,BIOMASS
41.73379,-88.084908,26279.0,BIOMASS
41.7614,-72.6686,26472.0,GAS
34.2925,-118.389444,26551.0,BIOMASS
42.175833,-86.28,26560.0,BIOMASS
40.624,-74.634,26569.0,GAS
43.462222,-75.418333,26603.0,BIOMASS
40.914444,-80.586111,26701.0,BIOMASS
36.191241,-80.183458,26705.0,BIOMASS
42.248889,-83.628889,26797.0,GAS
40.881389,-73.880278,26851.999,GAS
39.988611,-75.083333,26876.0,BIOMASS
39.0728,-121.3992,26878.0,BIOMASS
40.7205,-74.1263,26886.0,GAS
42.3156,-89.0356,26947.0,GAS
43.590456,-84.779,27040.23,GAS
42.172718,-121.814393,27048.0,GAS
45.1672,-123.2511,27049.002,BIOMASS
33.8759,-118.2491,27234.0,GAS
43.0647,-78.2972,27297.0,GAS
32.7992,-117.1517,27409.961,GAS
37.364297,-121.944238,27634.0,GAS
44.895741,-94.368433,27642.0,GAS
30.304994,-97.707675,27674.0,GAS
44.1203,-103.26,27683.0,GAS
40.43727,-79.98741,27892.0,GAS
38.5992,-75.4342,27898.0,BIOMASS
40.73928,-74.187633,27930.0,GAS
47.927202,-97.007153,28000.0,COAL
41.647,-73.943,28058.0,BIOMASS
42.9383,-70.8406,28070.0,GAS
32.329402,-80.694722,28174.001,GAS
37.455314,-122.172797,28212.0,GAS
39.8014,-77.7883,28257.984,BIOMASS
40.754865,-73.983248,28272.0,GAS
30.3344,-97.6217,28356.999,BIOMASS
34.0053,-117.5604,28370.0,GAS
40.6144,-79.1594,28376.0,GAS
37.9703,-100.8956,28490.0,GAS
28.39265,-80.828666,28510.0,BIOMASS
36.999,-121.5363,28539.0,GAS
35.949209,-83.926065,28582.0,GAS
40.269444,-74.773333,28712.0,GAS
43.2094,-78.9836,28926.002,BIOMASS
39.8586,-105.2256,28938.0,GAS
37.883406,-121.185104,28939.0,BIOMASS
32.77973,-117.006397,29008.0,GAS
32.8265,-79.9634,29371.0,GAS
40.850964,-81.765764,29511.0,COAL
36.35867,-114.87483,29535.0,BIOMASS
35.9714,-94.0014,29544.0,GAS
40.817037,-73.066265,29653.0,OIL
34.343875,-85.866103,29838.0,BIOMASS
28.7853,-97.0093,29894.0,GAS
34.138467,-118.1256,30320.0,GAS
38.8608,-84.6556,30331.001,BIOMASS
43.740164,-83.449953,30422.0,GAS
34.205556,-119.246944,30425.0,GAS
40.866463,-96.614486,30432.0,COAL
39.0339,-75.7233,30475.0,BIOMASS
37.2144,-76.4611,30519.0,OIL
34.894167,-82.178333,30552.0,BIOMASS
42.981667,-83.979444,30570.0,BIOMASS
30.815,-83.3625,30702.0,BIOMASS
32.903333,-117.195556,30768.0,GAS
37.8258,-122.2961,30774.0,BIOMASS
41.2908,-79.8061,30814.0,GAS
42.8869,-87.8422,31057.0,BIOMASS
38.1114,-89.3467,31073.0,GAS
40.622,-83.157,31114.0,GAS
39.912438,-82.244992,31256.001,BIOMASS
44.783611,-93.481111,31311.0,GAS
45.062836,-83.423333,31311.0,GAS
30.227953,-82.040881,31357.002,BIOMASS
44.808333,-68.750833,31502.0,GAS
27.203,-82.387,31579.0,BIOMASS
41.3237,-89.1123,31640.002,HYDRO
41.10603,-72.376155,31642.0,OIL
45.601,-93.2081,31693.0,GAS
37.754444,-121.728889,31713.0,BIOMASS
43.3705,-96.9598,31745.0,BIOMASS
46.975556,-122.290556,31850.001,BIOMASS
40.4439,-86.86,31878.03,GAS
30.928333,-85.426111,31950.0,BIOMASS
40.886867,-111.885332,31976.001,GAS
37.749308,-121.649866,32346.0,BIOMASS
30.477,-91.211,32423.0,GAS
37.1575,-76.6911,32616.0,GAS
40.086463,-76.17603,32879.0,BIOMASS
44.7956,-93.5386,32934.0,BIOMASS
37.79675,-122.28185,32963.0,OIL
39.56,-85.822,33027.0,GAS
44.085225,-93.262714,33109.0,GAS
43.2094,-78.9836,33222.0,BIOMASS
42.655,-73.7777,33232.0,GAS
42.5328,-114.4328,33255.19,GAS
36.9997,-122.0622,33434.0,GAS
32.567041,-116.944197,33459.0,GAS
35.483736,-119.029856,33473.0,GAS
32.8769,-117.166389,33489.0,GAS
33.688721,-117.834793,33534.0,GAS
43.089999,-88.739677,33542.0,BIOMASS
38.838056,-121.341944,33577.002,BIOMASS
36.1375,-115.0339,33587.001,GAS
33.494925,-117.614587,33612.0,BIOMASS
34.1511,-118.7236,33678.0,BIOMASS
36.7131,-121.7686,33695.0,BIOMASS
40.4128,-120.4774,33712.0,GAS
39.9109,-77.6667,33804.0,GAS
40.275,-75.8167,33935.0,BIOMASS
41.435556,-122.376944,34042.0,BIOMASS
33.244192,-84.122025,34265.001,BIOMASS
29.227109,-95.430756,34276.998,GAS
32.894722,-117.198056,34285.0,GAS
32.280032,-106.753716,34365.0,GAS
45.71,-119.901111,34431.0,GAS
35.66704,-101.432004,34451.0,OFSL
35.295556,-118.918333,34512.0,GAS
35.354444,-119.6617,34637.0,GAS
42.235,-70.9672,34767.0,GAS
42.535393,-71.848058,34769.001,BIOMASS
35.9069,-79.0617,34773.0,OIL
38.0906,-97.874722,35122.001,GAS
42.306389,-87.851944,35277.0,GAS
44.3331,-69.2019,35342.0,BIOMASS
29.3467,-98.6536,35431.002,BIOMASS
32.904167,-117.201111,35452.0,GAS
42.353333,-70.962778,35508.9,BIOMASS
33.0139,-115.5439,35666.0,GEOTHERMAL
44.4821,-73.1164,35667.0,HYDRO
40.8592,-75.2627,35700.0,BIOMASS
41.808611,-86.323889,35787.0,BIOMASS
44.175007,-87.828519,35793.0,BIOMASS
42.060172,-80.020765,35804.0,BIOMASS
36.6644,-82.1044,35916.0,GAS
36.057892,-88.141965,35985.0,BIOMASS
39.373189,-119.764507,36082.0,GEOTHERMAL
27.5667,-99.5089,36093.0,GAS
33.964988,-83.76564,36273.0,BIOMASS
40.792778,-77.864722,36555.13,GAS
42.2853,-78.0061,36591.999,BIOMASS
32.960714,-87.655419,36625.842,BIOMASS
43.047306,-85.956173,36657.0,BIOMASS
40.765611,-86.879682,36841.998,BIOMASS
37.076352,-76.444373,36877.998,BIOMASS
42.166106,-83.212903,36911.0,BIOMASS
39.111944,-94.581111,36998.0,GAS
42.803325,-73.726741,37010.0,BIOMASS
40.55,-112.0631,37080.0,BIOMASS
44.902814,-91.568096,37085.0,GAS
45.69,-119.61,37227.0,BIOMASS
37.180441,-80.542767,37311.0,GAS
40.615616,-74.26529,37342.0,GAS
33.811182,-118.175645,37457.0,OFSL
46.9026,-96.76112,37459.46,COAL
33.417222,-111.928333,37478.0,GAS
39.7246,-94.8773,37497.0,GAS
35.3639,-119.6592,37513.0,GAS
40.106125,-87.653818,37754.0,GAS
47.4294,-92.935,37832.94,BIOMASS
40.2058,-80.2611,37893.0,BIOMASS
47.76468,-96.633375,38329.55,COAL
36.066336,-94.172254,38362.0,GAS
41.4936,-86.1658,38421.0,BIOMASS
45.296797,-93.558447,38541.0,GAS
38.6359,-90.1809,38545.0,GAS
39.8078,-104.9542,38600.0,BIOMASS
43.816944,-111.785833,38635.0,GAS
35.851389,-86.365,38680.0,GAS
32.388271,-90.908344,38789.0,GAS
34.033206,-117.906129,39017.0,BIOMASS
34.431664,-118.642855,39173.0,BIOMASS
33.943889,-118.404167,39227.0,GAS
43.6556,-70.3347,39254.0,BIOMASS
40.324722,-74.707778,39299.0,GAS
32.240833,-110.948333,39303.43,GAS
37.966389,-120.317777,39397.0,BIOMASS
44.6969,-123.2234,39490.001,BIOMASS
42.362222,-89.803611,39634.0,GAS
42.5825,-88.0436,39738.996,BIOMASS
33.880638,-117.88656,39739.001,GAS
33.6942,-117.9381,39861.0,BIOMASS
44.369507,-98.17223,39925.002,GAS
40.0529,-85.7389,40003.0,GAS
44.026072,-92.432313,40111.68,BIOMASS
44.564333,-123.289089,40226.0,GAS
28.05485,-81.798166,40370.0,GAS
35.440539,-119.012861,40435.0,GAS
30.394298,-81.557214,40498.0,GAS
36.033761,-80.227404,40509.0,BIOMASS
33.655,-84.394444,40746.999,GAS
43.4586,-76.5319,41076.0,OIL
35.346102,-119.643431,41444.0,GAS
28.063777,-81.097236,41563.002,BIOMASS
35.5005,-119.046,41796.0,GAS
43.6058,-116.5753,41828.0,GAS
40.763056,-111.841667,41857.0,GAS
29.6383,-82.34,42170.0,GAS
42.850556,-88.069722,42284.0,BIOMASS
33.910873,-116.552994,42474.999,GAS
35.332974,-79.964939,42481.998,BIOMASS
42.2947,-83.1019,42531.0,GAS
42.5983,-72.3875,42616.48,GAS
40.677188,-89.604911,43029.0,GAS
36.7639,-77.8108,43034.005,BIOMASS
41.5444,-73.0417,43065.0,GAS
44.6917,-73.5944,43141.0,BIOMASS
35.509041,-119.030546,43223.0,GAS
40.865207,-74.196651,43238.0,GAS
43.241555,-70.966404,43339.0,BIOMASS
46.8492,-100.8808,43409.0,OFSL
44.6889,-85.2019,43487.0,GAS
32.844845,-117.162747,43549.0,BIOMASS
35.775583,-78.673723,43601.0,GAS
33.195763,-97.802547,43762.004,GAS
43.275,-95.809722,43949.0,GAS
42.5027,-78.0686,43964.0,GAS
40.913333,-112.733889,44049.0,GAS
39.395603,-119.746762,44090.0,GEOTHERMAL
39.394444,-119.7475,44104.0,GEOTHERMAL
40.669608,-76.380716,44130.0,BIOMASS
26.287966,-80.166526,44198.0,BIOMASS
39.359831,-74.434228,44296.0,GAS
32.5256,-92.6497,44478.0,GAS
40.955015,-76.878843,44551.0,GAS
32.0303,-81.2722,44767.0,BIOMASS
42.5831,-78.4864,44807.0,BIOMASS
34.179722,-119.083056,44844.0,GAS
33.1421,-91.975,44962.206,GAS
39.2744,-76.5956,45167.713,GAS
28.513929,-96.794154,45243.0,OIL
33.9328,-117.855,45351.0,GAS
43.17642,-83.847974,45361.002,BIOMASS
37.6451,-118.9143,45383.0,GEOTHERMAL
39.174577,-95.731126,45796.002,BIOMASS
41.716534,-87.970608,45853.0,GAS
36.71979,-97.085758,45956.0,GAS
43.8393,-85.426,45958.0,GAS
39.961944,-77.561111,45982.0,BIOMASS
33.5648,-92.7917,45993.0,GAS
35.3633,-119.6756,46020.0,GAS
41.663056,-76.805556,46056.0,GAS
42.709444,-87.885278,46199.0,GAS
38.8615,-94.2982,46271.0,GAS
32.7976,-88.606,46301.0,GAS
42.5428,-71.8528,46306.0,BIOMASS
39.0192,-92.2629,46341.0,GAS
36.170317,-120.364084,46614.0,GAS
41.657778,-76.049167,46633.0,GAS
38.532161,-94.902633,46835.0,GAS
32.144722,-108.838333,47079.999,GEOTHERMAL
31.764458,-106.391314,47134.999,GAS
32.728822,-114.654053,47179.0,GAS
31.7569,-106.375,47291.0,GAS
33.6433,-117.9556,47465.0,BIOMASS
38.638333,-77.414722,47465.999,BIOMASS
38.597755,-90.210671,47495.0,GAS
40.1356,-77.5072,47568.0,BIOMASS
43.7353,-88.496667,47920.0,GAS
40.610654,-73.762218,47951.0,OIL
40.787,-73.9048,48051.0,GAS
37.519714,-76.624506,48318.0,BIOMASS
41.7631,-72.6733,48571.0,GAS
36.2397,-119.9044,48676.0,GAS
35.4317,-81.0347,48745.008,GAS
41.894444,-76.582778,48768.0,GAS
44.908716,-72.221446,48801.0,BIOMASS
41.383889,-96.254444,48804.0,BIOMASS
40.648611,-74.020833,48820.0,GAS
45.0046,-84.7218,48933.0,GAS
35.220833,-119.583056,49262.0,GAS
43.063706,-77.932902,49291.0,BIOMASS
43.123889,-77.628889,49520.0,GAS
47.079722,-122.365,49664.0,GAS
46.8669,-100.8836,49682.0,COAL
40.809167,-77.8475,50107.0,GAS
39.8028,-84.8953,50370.0,COAL
28.69637,-96.9453,50386.0,GAS
33.1707,-96.1264,50620.001,GAS
37.1867,-120.4903,50843.0,BIOMASS
44.770792,-122.611974,50964.0,BIOMASS
41.237778,-86.246111,50966.999,BIOMASS
40.464851,-80.043761,51088.0,GAS
41.6572,-91.54,51133.696,COAL
40.8359,-74.155,51217.0,GAS
32.143989,-81.14655,51365.0,GAS
37.3517,-77.4969,51390.0,BIOMASS
40.746778,-73.972226,51430.001,GAS
35.0986,-78.8294,51454.0,GAS
34.127146,-84.033376,51496.001,BIOMASS
38.882704,-77.007443,51509.0,GAS
40.7869,-73.1064,51751.0,BIOMASS
34.126,-118.1494,51765.0,GAS
41.2119,-80.8176,51882.0,OFSL
37.6464,-118.9092,51930.999,GEOTHERMAL
42.908815,-83.725085,52382.999,BIOMASS
44.039023,-92.551866,52411.0,GAS
41.2025,-76.068333,52597.0,GAS
31.837173,-89.4635,52963.0,GAS
37.106668,-120.248504,53347.0,BIOMASS
32.229922,-110.952797,53649.73,GAS
37.534,-79.357,53790.0,GAS
41.610981,-76.299361,53797.0,GAS
48.593158,-97.17608,53910.0,COAL
39.3733,-74.4369,54389.0,GAS
38.160653,-113.194462,54570.0,GEOTHERMAL
43.13674,-70.936125,54948.0,BIOMASS
37.498223,-77.368544,54999.0,GAS
43.0483,-78.8539,55348.0,GAS
40.6447,-73.5683,55469.0,GAS
40.475724,-74.446199,55687.0,GAS
41.608611,-75.870556,55690.0,GAS
37.9892,-75.54,55863.997,OIL
36.1556,-120.3972,56474.0,GAS
40.8625,-74.825,56721.0,GAS
42.4564,-73.2181,56796.0,GAS
38.6716,-87.2931,57055.0,GAS
30.43203,-88.18241,57303.0,GAS
40.076611,-74.879172,57315.0,GAS
39.744983,-86.494658,57593.006,BIOMASS
42.0933,-79.2478,57783.0,GAS
44.945514,-69.660705,57893.0,BIOMASS
27.9114,-81.6006,58140.0,GAS
38.820556,-77.018333,58214.001,BIOMASS
44.09785,-92.479815,58461.721,GAS
42.28,-85.606389,58506.0,GAS
35.2269,-119.6294,58521.999,GAS
45.429884,-98.49396,58610.0,GAS
44.7383,-68.8258,58730.0,BIOMASS
42.395335,-83.557999,58833.0,BIOMASS
35.674,-78.854,58842.0,BIOMASS
42.765,-82.745555,59288.0,BIOMASS
34.050391,-117.248417,59386.0,GAS
43.8292,-91.2597,59455.0,BIOMASS
37.438889,-77.128611,60030.0,BIOMASS
36.225,-121.1278,60072.45,GAS
40.6182,-74.06849,60080.0,GAS
39.424444,-75.02,60239.0,GAS
38.8003,-86.4511,60349.998,GAS
42.256111,-84.788333,60445.0,GAS
41.6731,-70.9994,60470.0,GAS
41.611389,-76.843056,60509.0,GAS
33.068055,-96.452481,60509.0,GAS
40.764396,-73.95393,61066.001,GAS
36.775,-76.3083,61298.001,GAS
37.6711,-76.76,61526.988,BIOMASS
35.34598,-80.670385,61626.0,BIOMASS
36.1039,-115.1794,61712.0,GAS
42.2383,-89.1011,61887.0,GAS
40.9314,-88.6548,62037.0,BIOMASS
32.124519,-96.101277,62067.0,GAS
39.279179,-75.623928,62068.0,GAS
37.4344,-121.9464,62259.0,GAS
38.216973,-121.979452,62437.0,BIOMASS
25.9131,-97.5214,63075.0,GAS
40.1808,-117.4739,63084.0,GEOTHERMAL
32.778225,-117.070114,63434.0,GAS
40.6439,-73.5683,63740.0,GAS
32.403056,-97.700556,64020.0,GAS
39.1365,-121.6397,64240.0,GAS
42.105669,-83.498845,64292.004,BIOMASS
38.5136,-121.1944,64442.001,BIOMASS
31.3869,-84.08,64644.0,GAS
35.1133,-119.4706,65357.0,GAS
42.279015,-71.759772,65862.0,GAS
43.3056,-73.591447,66032.0,BIOMASS
45.048467,-122.962761,66627.0,BIOMASS
33.1669,-115.5114,66980.0,GEOTHERMAL
34.237222,-116.054167,67114.001,GAS
40.6097,-73.7622,67302.0,GAS
40.9975,-80.5208,67304.008,BIOMASS
40.341389,-74.657222,67383.999,GAS
33.019646,-96.961986,67451.0,BIOMASS
39.4889,-75.0347,67498.0,GAS
44.918063,-68.63554,67510.0,BIOMASS
40.787062,-73.293412,67723.0,GAS
43.798439,-94.841451,67837.998,GAS
42.764456,-82.747087,68145.0,BIOMASS
39.109344,-121.60931,68183.0,GAS
37.4556,-77.4308,68207.0,GAS
41.748327,-72.636693,68530.0,GAS
30.8889,-88.8054,68575.0,GAS
27.811083,-97.595813,68766.0,GAS
40.7316,-96.7364,68827.999,GAS
26.5769,-80.7469,69092.0,BIOMASS
35.307555,-119.611551,69384.0,GAS
42.3436,-71.0559,69468.0,GAS
39.1392,-121.6387,69558.0,GAS
33.6094,-93.7924,69778.0,GAS
37.762524,-122.456747,69848.0,GAS
31.4894,-87.8989,70289.159,BIOMASS
41.283997,-72.904323,70706.999,OIL
40.7171,-73.9664,70738.0,GAS
41.250009,-73.09865,70863.0,GAS
32.7757,-115.2637,71231.0,GEOTHERMAL
42.625325,-73.749955,71455.0,GAS
42.0474,-92.859444,71850.0,GAS
37.03385,-88.615862,72034.0,GAS
36.868206,-89.840173,72071.0,GAS
35.4837,-119.0298,72265.0,GAS
44.020576,-92.465599,72547.719,GAS
29.647267,-95.451516,72965.0,GAS
43.1922,-88.1597,72981.0,BIOMASS
32.35051,-108.69799,73343.0,GAS
32.2363,-108.5494,73349.0,GAS
43.081667,-77.381667,73400.0,BIOMASS
34.611549,-106.732234,74392.0,GAS
40.7899,-73.9233,75001.0,GAS
41.3315,-72.0786,75195.551,GAS
30.43424,-81.645351,75380.0,GAS
41.8287,-89.4054,75392.0,GAS
41.8108,-88.1486,75642.0,GAS
41.1136,-94.3472,75876.999,GAS
44.885416,-91.515833,76119.002,GAS
29.562372,-95.089302,76946.0,GAS
39.0708,-87.0128,76947.0,GAS
35.084078,-106.625191,77004.0,GAS
39.569771,-90.43602,77028.001,GAS
39.8733,-75.1381,77453.0,BIOMASS
35.3161,-119.6597,77501.0,GAS
33.1589,-115.6455,77505.0,GEOTHERMAL
42.8586,-77.0872,77667.002,BIOMASS
38.2747,-77.3081,77678.0,BIOMASS
40.520066,-81.46815,78030.0,COAL
41.448694,-72.835364,78186.997,GAS
33.9636,-117.4528,78556.0,GAS
32.978056,-103.323889,78906.0,GAS
41.7094,-86.2367,78925.052,GAS
37.0001,-121.5367,79118.0,GAS
33.158,-115.6475,79158.0,GEOTHERMAL
42.238558,-89.101202,79238.0,GAS
30.59208,-87.135391,79601.001,GAS
35.784027,-78.674704,80244.0,GAS
30.2012,-93.1269,80386.0,BIOMASS
41.440893,-87.753189,80605.002,GAS
43.0214,-87.9014,80988.001,GAS
47.697222,-117.147222,81148.998,GAS
28.740206,-81.889188,81236.0,BIOMASS
30.376389,-83.180556,81735.0,GAS
34.1556,-118.2782,81877.0,GAS
31.6004,-89.9468,82478.001,GAS
32.573889,-116.917777,82934.001,GAS
32.5517,-111.3,83312.0,GAS
39.796032,-119.010013,83821.0,GEOTHERMAL
41.598889,-93.355,84172.001,BIOMASS
30.1694,-91.9923,84246.0,GAS
32.356287,-81.168347,84292.0,GAS
30.0253,-96.9945,84378.0,GAS
33.283333,-81.666666,84384.0,BIOMASS
39.2944,-118.5725,84513.0,GEOTHERMAL
33.85336,-118.33,84842.0,OFSL
38.8339,-122.881,84895.0,GEOTHERMAL
47.544582,-95.129652,84982.0,GAS
28.64807,-96.54621,85365.0,GAS
40.380556,-119.399722,85671.0,GEOTHERMAL
36.9333,-82.1997,85724.0,GAS
44.0569,-122.9555,85834.0,BIOMASS
35.7422,-97.655,86200.0,GAS
35.4206,-118.9644,86905.999,GAS
45.5739,-120.2969,87391.004,BIOMASS
42.7553,-86.0853,87921.0,GAS
39.2097,-77.4644,87960.0,GAS
37.5,-122.4,88123.998,BIOMASS
41.5417,-109.1328,88296.19,OTHF
44.7855,-93.4315,88369.0,GAS
39.753999,-118.953497,88378.0,GEOTHERMAL
44.213333,-86.286667,88408.855,GAS
40.885556,-86.704444,88544.0,BIOMASS
40.024937,-74.250137,89557.998,BIOMASS
40.5547,-116.6175,89728.0,GEOTHERMAL
39.748975,-92.384476,90336.0,GAS
32.6947,-117.1436,90389.0,GAS
39.648056,-106.943056,90406.0,BIOMASS
43.2866,-71.5769,90650.0,BIOMASS
34.6779,-82.8231,91218.0,GAS
30.4193,-95.0118,91294.0,GAS
42.099417,-113.38245,91432.0,GEOTHERMAL
41.8675,-87.6524,91737.002,GAS
48.4481,-122.4331,92115.0,BIOMASS
47.437562,-97.06311,92304.0,COAL
40.8767,-121.7016,92331.0,BIOMASS
37.092977,-95.585154,92451.0,GAS
38.223592,-85.841704,92576.0,GAS
44.7132,-73.4557,92618.0,GAS
37.6455,-118.9096,93072.999,GEOTHERMAL
35.0361,-114.1594,93671.0,GAS
35.799798,-114.98173,93762.0,GAS
46.7553,-88.4558,94207.0,BIOMASS
44.506273,-70.239474,94307.0,0
37.789167,-121.601944,94567.0,GAS
35.5438,-89.198,94591.0,GAS
40.565833,-75.163889,94615.0,GAS
35.419181,-118.926643,94671.0,GAS
38.9032,-121.3097,94961.0,BIOMASS
34.4185,-80.1657,95142.0,GAS
38.985844,-76.935478,95405.0,GAS
39.3757,-74.9654,95444.0,GAS
37.248431,-93.170839,95527.0,GAS
38.5569,-104.6875,95788.998,GAS
36.43725,-99.22543,95886.0,GAS
30.2554,-92.0433,95973.0,GAS
44.1967,-94.0009,96516.0,BIOMASS
42.949575,-85.693209,96624.0,BIOMASS
41.4281,-72.1019,97420.0,OIL
29.811956,-90.00843,97481.0,GAS
38.9303,-99.3617,97891.002,GAS
40.417023,-86.915334,98603.0,GAS
32.7881,-115.2481,98804.0,GEOTHERMAL
39.388722,-119.748908,98911.0,GEOTHERMAL
35.848561,-90.725377,99002.0,GAS
42.0275,-93.6394,99125.0,COAL
41.584429,-72.041629,99592.0,BIOMASS
46.954071,-123.761086,99629.0,BIOMASS
31.741629,-81.407856,99669.789,BIOMASS
39.039444,-76.9825,99814.16,GAS
30.4178,-81.5978,100025.0,GAS
39.132519,-78.187474,100130.0,GAS
33.238842,-115.504456,100224.0,GAS
42.085944,-78.45425,100492.0,GAS
29.550278,-96.537778,100551.0,GAS
41.6492,-72.9153,100776.0,BIOMASS
36.145896,-86.803833,101055.0,GAS
33.7061,-91.2371,101062.0,BIOMASS
29.88193,-95.11148,101124.0,GAS
39.4492,-84.4611,101263.998,GAS
30.410556,-91.181389,101990.0,GAS
29.838138,-94.900661,102110.0,GAS
30.4522,-82.8644,102989.0,OTHF
33.6481,-117.8467,103024.0,GAS
38.835836,-118.325339,103957.0,GEOTHERMAL
33.1661,-86.2825,104017.0,GAS
41.1386,-92.6467,104150.3,GAS
40.4903,-74.3156,104156.0,BIOMASS
39.251076,-91.640071,104890.0,GAS
39.9175,-75.1192,105246.0,GAS
32.8156,-115.2568,105697.0,GEOTHERMAL
41.664376,-71.92418,105884.0,BIOMASS
40.811189,-76.452951,106014.0,COAL
33.6439,-117.9792,106269.0,GAS
47.626327,-117.50424,106279.0,BIOMASS
42.281345,-85.494956,106888.0,GAS
42.9281,-76.8408,107806.996,BIOMASS
34.9833,-79.8775,107833.999,HYDRO
38.5857,-75.2341,108090.0,COAL
35.0833,-98.2264,109144.0,GAS
39.149549,-75.547335,109236.0,GAS
45.4431,-89.7342,109330.399,BIOMASS
42.1978,-72.5106,110102.0,GAS
39.2038,-103.7005,110112.0,GAS
40.799,-73.9094,110115.0,GAS
30.3033,-97.6128,112428.0,GAS
39.53,-87.4247,112765.0,GAS
43.0895,-123.4156,113094.0,BIOMASS
39.1781,-76.5268,113205.0,COAL
40.24724,-111.6462,113438.0,GAS
40.7348,-73.3868,113781.0,BIOMASS
40.6631,-74.0,113933.0,GAS
34.9536,-83.3786,114174.0,BIOMASS
38.286173,-98.192128,114332.0,GAS
